Price,returns_1d,returns_5d,returns_20d,returns_60d,volatility_10d,volatility_20d,volume_ratio,volume_change,rsi,rsi_30,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,stoch_k,stoch_d,adx,cci,mfi,sma_5,ema_5,distance_to_sma_5,sma_10,ema_10,distance_to_sma_10,sma_20,ema_20,distance_to_sma_20,sma_50,ema_50,distance_to_sma_50,sma_200,ema_200,distance_to_sma_200,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,high_52w,low_52w,distance_to_high,distance_to_low,target
2022-02-25,0.051540347025671895,-0.008634314533594756,0.014874938084124434,-0.02939920777812799,0.03357271607829416,0.02688448024539218,1.2245916878887744,-0.2677452280781746,47.19671117626831,47.50278412491619,-8.198140414471482,-7.171298941849459,-1.0268414726220225,0.0,0.0,0.07528379019921624,58.21162324782553,41.420469583932444,24.53204378704643,-93.72951504738514,50.58860094804079,680.1197631835937,679.0976238638548,0.005411141990857857,684.5319580078125,683.5510318279838,-0.0010693002806968631,689.5078582763672,690.1753223194514,-0.00827818046579916,702.2888586425781,700.2885510302564,-0.026326590009338426,674.2379766845703,683.8820296760672,0.01418195272152678,-5.95556640625,-0.8634314533594728,-4.1405029296875,-0.6018693456083757,10.02239990234375,1.4874938084124425,789.8226507550254,427.2855612000613,0.15504923201922705,0.3751307855690855,1
2022-02-28,0.004720718633191012,-0.0005780989379352564,0.0002927226431628238,-0.00947061261592641,0.03162577146758293,0.026557662304338234,1.3505360720721706,0.11859637255436106,48.149662292925065,47.977767782296695,-7.429888854411274,-7.223016924361823,-0.20687193004945126,0.0,0.0,0.07491830800418887,63.2923992113717,42.321037222978696,24.961265638029523,-59.249402545685676,50.33968625248846,680.040283203125,681.7410876214761,0.01027546765418093,686.6546691894531,684.1832106113902,0.000543717190048902,689.5179107666015,689.8755787782358,-0.003611067371860605,702.4874438476562,699.7685091029929,-0.022006697552148766,675.0486706542969,683.9160423751463,0.01774589744886216,-0.39739990234375,-0.05780989379352057,21.22711181640625,3.1882071217608465,0.2010498046875,0.029272264316283353,789.8226507550254,427.2855612000613,0.14962218912987194,0.37806675741595286,0
2022-03-02,-0.02438490487121525,-0.02564419698131859,-0.026095599704825445,-0.017290637938750297,0.027495835367553182,0.027120430195893046,1.3606513591142886,0.017153617801606735,43.737914174465736,45.75515410601897,-8.079741913581984,-7.394361922205856,-0.685379991376128,0.0,0.0,0.08077471790074135,36.92372146212718,52.8092479737748,25.5063654849204,-117.55239858128078,43.77465909445416,676.5120727539063,677.9190258622341,-0.009219599562748943,683.6082092285156,681.6544272900011,-0.019504310663286093,688.6199157714843,688.00884768922,-0.026640259753715933,702.8747985839843,698.611852385922,-0.046380801112673654,675.789337463379,683.7686886247071,-0.008159991307835311,-17.64105224609375,-2.5644196981318568,-30.464599609375,-4.347492830711417,-17.95989990234375,-2.6095599704825427,789.8226507550254,427.2855612000613,0.17835629529503913,0.3625219149546372,0
2022-03-03,-0.012178622344056311,-0.04204656158889686,-0.06886549654997431,-0.04994962072131914,0.02754970370329669,0.025985899059809525,1.1290700243575458,-0.17040327510604725,41.7314948690726,44.71111137230724,-9.147990691027076,-7.7450876759701,-1.4029030150569755,0.0,0.0,0.08263950238242215,24.648383427581457,41.62150136702679,26.136309218254663,-126.5710131052015,36.26498837122827,670.6997802734375,672.6499763886249,-0.012804391897265874,680.4661071777343,678.1012364084384,-0.0269730256110082,686.1714691162109,685.5424695703603,-0.03506352676801533,703.2099597167969,697.1804276852871,-0.05844354407599978,676.4403332519531,683.5349474539764,-0.021182142912241107,-29.06146240234375,-4.204656158889683,-31.4210205078125,-4.530573906547859,-48.96893310546875,-6.88654965499743,789.8226507550254,427.2855612000613,0.1928839787727882,0.35466259440743225,0
2022-03-04,-0.031185538476486196,-0.01356415816967027,-0.080548248313429,-0.11187936064542536,0.028685727722753414,0.026516085976654197,1.610951711123166,0.49663455519831734,37.09587859001655,42.191902796361006,-11.52784619833335,-8.50163938044275,-3.0262068178906,0.0,1.0,0.10294946775780722,5.227924374414229,22.266676421374296,27.39724519368247,-219.53706578645,35.03548935575948,668.9356689453125,662.2545049296562,-0.041068384015025036,675.1232727050781,671.4398410635803,-0.04985713284403882,683.3617095947266,681.3444783742679,-0.061311816267633525,702.7521569824219,694.9953746328582,-0.0872122473929826,676.8614053344727,683.0812548635844,-0.052297033105709455,-8.820556640625,-1.356415816967024,-53.4283447265625,-7.6887274421351615,-56.1951904296875,-8.054824831342902,789.8226507550254,427.2855612000613,0.23128217646226382,0.3338895823481626,0
2022-03-07,-0.0631548509434916,-0.12115817915291449,-0.14436189032622104,-0.1767805239242043,0.03363453468115606,0.02948630394958433,2.121519977444766,0.4242800808811782,30.044325772304674,37.86207692327296,-16.49272334295665,-10.09985617294553,-6.392867170011121,0.0,1.0,0.15869161331146606,2.2223224513412996,10.699543417779,29.43629481469043,-305.1996939785771,32.500609486787724,652.3660766601563,641.8203454088333,-0.07881165519241498,666.242919921875,658.6238747551453,-0.09799863023286408,678.2921264648437,673.6880543735418,-0.11402181608791649,701.1965490722656,691.3072738163797,-0.1429620879305652,677.1081069946289,682.1963211781427,-0.11247255769165601,-82.84796142578125,-12.11581791529145,-88.80352783203125,-12.874637585938533,-101.39166259765625,-14.436189032622101,789.8226507550254,427.2855612000613,0.3142856935346052,0.28898557213785697,1
2022-03-08,0.006016353040087852,-0.1200248714782618,-0.11092127194931156,-0.17318351768552298,0.034066940044581634,0.029044031612244857,2.0244109992429635,0.014838647511524083,31.299483198149304,38.44528071903151,-19.906213981069868,-12.061127734570398,-7.84508624649947,0.0,1.0,0.19013268160304284,18.974150020139223,8.808132281964921,31.638794850988887,-250.23966929335722,23.93289274216052,635.8739868164063,629.4027522452118,-0.04923368709447855,657.9571350097656,648.7954549665677,-0.08114444885684598,674.5208404541015,667.1051507110661,-0.10370809964750498,699.8422717285156,687.9056046549135,-0.13613739789571616,677.393677368164,681.360568811003,-0.10750928726282492,-82.46044921875,-12.002487147826184,-82.85784912109375,-12.053358416546965,-75.42572021484375,-11.09212719493116,789.8226507550254,427.2855612000613,0.30642577485242256,0.2932377036282527,1
2022-03-09,0.05041515925669615,-0.05255748974847807,-0.08256550600596091,-0.10337651535494186,0.039377417802691994,0.031245015475468863,1.5644422970429417,-0.20987440843611593,40.92256997339424,43.10236355231027,-19.922347047382118,-13.633371597132742,-6.288975450249376,0.0,0.0,0.18684405712381447,46.05387890036507,22.416783790615202,31.987802647097677,-135.21223279662,27.535473035372377,628.8283935546875,631.28414684186,0.009889093024753689,652.6702331542969,646.2957242517656,-0.0270018398632473,671.6632537841797,664.0519874085817,-0.054515886558815785,699.0215441894532,685.8326501203823,-0.09152022378434463,677.8105844116211,680.8623619522565,-0.0630908536395698,-35.22796630859375,-5.255748974847803,-52.8690185546875,-7.685389210984299,-57.1517333984375,-8.256550600596086,789.8226507550254,427.2855612000613,0.2437232682141478,0.327159085487806,1
2022-03-10,0.017365669387480187,-0.024220870846634934,-0.07481009438686992,-0.0680734012155122,0.040002646452276434,0.03148433319928685,1.3673981068871413,-0.0827013886482838,43.98011365666141,44.66923688857073,-18.828223916949582,-14.67234206109611,-4.1558818558534725,0.0,0.0,0.1826498454418477,55.79311905844618,40.27371599298349,31.117936851474546,-54.36809910396917,35.10201199252464,625.6210083007812,636.214414951865,0.03269382357642965,648.1603942871094,646.2555836917855,-0.0032174800151559845,669.0511993408203,662.339888719363,-0.03434153946900108,698.3901770019531,684.2734772876872,-0.07490830706505174,678.2967614746094,680.4884471746562,-0.047504001394145776,-16.03692626953125,-2.422087084663489,-45.098388671875,-6.524902809774197,-52.2410888671875,-7.481009438686992,789.8226507550254,427.2855612000613,0.2224938442860467,0.3386439755557235,1
2022-03-11,0.00654521386845075,0.01378112244271712,-0.07131860324581651,-0.032020283777003056,0.035436563972013,0.031534691017133645,0.8263126507395302,-0.39529805728831247,45.15231827210925,45.267125893671626,-17.4191061933318,-15.221694887543249,-2.1974113057885507,0.0,0.0,0.17752986012769548,59.37148121948036,53.739493059430544,30.34078312204431,-53.56786657319436,34.44574980754712,627.3890258789063,640.9108266020246,0.036523788396420336,648.1623474121094,646.9915957300689,0.003303651467543341,666.5541778564453,661.1935802605941,-0.02437990563101899,697.8335717773438,682.9412882961897,-0.06811068397575644,678.7963677978515,680.1642626937363,-0.04197535409322201,8.840087890625,1.378112244271718,0.01953125,0.0030034948478330956,-49.9404296875,-7.131860324581647,789.8226507550254,427.2855612000613,0.21454439149101076,0.3429445440384244,1
